b_tgt,cat_input1,cat_input2,demog_age,demog_ho,demog_homeval,demog_inc,demog_pr,rfm1,rfm2,rfm3,rfm4,rfm5,rfm6,rfm7,rfm8,rfm9,rfm10,rfm11,rfm12,demog_genf,demog_genm,account
0,X,A,75,1,140996,48773,32,$24.75 ,$19.25 ,$23.67 ,$28.00 ,3,7,2,4,18,15,5,51,0,1,100689633
0,X,A,56,1,78101,59395,45,$13.00 ,$10.33 ,$11.00 ,$15.00 ,2,3,1,1,18,10,4,44,1,0,100111916
1,Z,A,69,1,496003,89548,29,$15.00 ,$15.00 ,$15.00 ,$15.00 ,2,3,2,2,15,15,6,20,1,0,100003434
1,X,E,67,1,70810,38792,28,$10.00 ,$10.93 ,,$10.00 ,4,15,0,6,18,13,6,119,1,0,100516908
0,X,C,NA,0,78811,$0.00 ,41,$18.00 ,$9.13 ,$18.00 ,$21.00 ,2,8,2,5,23,13,6,65,0,1,100894046
0,Z,D,44,1,82102,53209,37,$20.00 ,$20.00 ,$20.00 ,$20.00 ,1,1,1,1,16,11,5,16,1,0,100417779
0,X,E,NA,0,59615,78043,26,$6.00 ,$5.00 ,$6.25 ,$10.00 ,6,8,5,5,23,14,7,34,0,1,100246969
0,Z,B,NA,0,99981,$0.00 ,29,$15.00 ,$5.13 ,$15.00 ,$1.00 ,1,15,1,1,4,28,3,18,0,1,100447123
0,X,E,65,1,43312,38530,30,$12.25 ,$12.25 ,$11.67 ,$14.00 ,4,4,3,3,18,12,6,27,1,0,100960094
0,Z,C,28,0,117927,109311,17,$15.00 ,$15.00 ,$15.00 ,$15.00 ,1,1,1,1,21,9,3,21,1,0,100318960
0,Z,E,NA,0,65701,$0.00 ,23,$15.00 ,$15.00 ,$15.00 ,$15.00 ,1,1,1,1,17,12,4,17,0,1,100279249
0,X,C,NA,0,63181,$0.00 ,28,$25.00 ,$25.00 ,$25.00 ,$25.00 ,3,4,2,2,19,14,7,33,1,0,100365454
0,X,E,57,1,85113,48020,29,$23.50 ,$13.11 ,$23.50 ,$26.00 ,1,8,1,4,15,14,5,121,0,1,100518029
1,X,D,50,1,75459,40351,25,$20.00 ,$9.25 ,,$20.00 ,1,12,0,7,26,9,4,129,1,0,100685026
0,X,D,NA,0,93394,$0.00 ,33,$10.67 ,$8.80 ,$11.00 ,$12.00 ,3,5,1,2,18,12,6,62,1,0,100756007
0,X,C,37,1,71889,43590,34,$11.48 ,$8.72 ,$10.95 ,$10.95 ,2,11,1,6,17,8,4,120,0,1,100650586
1,Y,C,NA,0,139583,$0.00 ,34,$10.33 ,$7.71 ,$10.00 ,$11.00 ,3,14,2,9,23,6,1,86,1,0,100029760
0,Y,D,79,1,73584,51349,47,$18.50 ,$12.60 ,$12.00 ,$25.00 ,3,6,2,4,19,16,7,78,1,0,100848249
0,X,A,64,1,219978,39090,20,$20.00 ,$15.44 ,$12.00 ,$28.00 ,3,10,2,6,19,14,7,77,0,1,100106127
1,X,D,68,0,90235,$0.00 ,27,$7.80 ,$8.17 ,$8.00 ,$9.00 ,4,5,3,4,20,11,5,40,0,1,100994069
0,X,E,81,0,57094,51889,27,$12.00 ,$8.13 ,$12.00 ,$12.00 ,2,16,2,15,20,12,5,129,0,1,100186061
0,X,E,41,0,69536,47213,18,$7.29 ,$5.82 ,$6.33 ,$9.00 ,8,18,4,8,19,13,6,54,1,0,100357545
0,X,E,50,0,50915,50672,21,$9.00 ,$11.94 ,$9.00 ,$9.00 ,1,15,1,10,20,11,4,122,1,0,100374249
0,X,E,59,0,41902,$0.00 ,40,$35.00 ,$12.13 ,,$35.00 ,1,8,0,3,15,12,5,77,0,1,100477252
0,X,A,NA,0,571373,52284,24,$27.00 ,$40.40 ,,$27.00 ,0,4,0,0,17,12,5,65,0,1,100484920
1,X,E,48,1,52308,43802,28,$23.80 ,$18.00 ,$20.00 ,$20.00 ,5,11,1,5,6,21,8,54,0,1,100172250
0,Z,E,33,0,$0.00 ,$0.00 ,43,$15.00 ,$15.00 ,,$15.00 ,1,1,0,0,15,9,4,15,1,0,100754469
0,Z,D,70,1,84770,44774,33,$15.00 ,$15.00 ,,$15.00 ,1,1,0,0,16,11,4,16,0,1,100140583
0,X,E,NA,0,92526,39262,34,$19.00 ,$12.73 ,$19.00 ,$20.00 ,2,11,2,3,20,27,6,77,1,0,100640017
0,X,B,40,0,191218,$0.00 ,30,$10.67 ,$9.00 ,$13.50 ,$5.00 ,3,8,2,4,15,12,6,64,1,0,100252304
0,X,E,51,1,39313,49260,34,$12.50 ,$12.50 ,$12.50 ,$20.00 ,2,2,2,2,16,13,5,29,0,1,100267678
0,Y,E,NA,0,39484,$0.00 ,29,$19.00 ,$11.86 ,$18.00 ,$20.00 ,2,7,1,3,18,13,6,96,1,0,100282855
1,X,B,NA,0,140011,$0.00 ,42,$7.00 ,$8.50 ,$8.20 ,$5.00 ,8,18,5,12,17,10,5,75,1,0,100997198
1,X,E,49,1,75679,44234,35,$7.80 ,$5.75 ,$9.40 ,$5.00 ,10,28,5,9,15,14,6,57,1,0,100448783
0,Z,D,84,1,100306,63517,26,$25.00 ,$25.00 ,$25.00 ,$25.00 ,2,2,2,2,19,11,5,19,0,1,100081758
0,Z,B,32,1,179423,38460,20,$15.00 ,$15.00 ,$15.00 ,$15.00 ,2,2,1,1,15,11,5,21,0,1,100707760
1,X,C,64,1,98999,40894,39,$6.40 ,$4.77 ,$7.33 ,$5.00 ,5,26,3,13,17,14,6,129,0,1,100076885
0,X,E,49,1,44767,44411,28,$10.50 ,$10.50 ,$5.00 ,$16.00 ,2,2,1,1,26,10,4,33,1,0,100086772
0,X,B,68,1,120045,53722,40,$15.00 ,$8.00 ,,$15.00 ,0,3,0,0,17,9,3,66,0,1,100907577
0,X,B,52,0,251482,$0.00 ,24,$22.50 ,$19.00 ,$20.00 ,$25.00 ,2,3,0,0,16,11,4,39,0,1,100524006
1,X,A,35,1,579317,84587,44,$15.00 ,$18.75 ,,$15.00 ,1,4,0,1,26,10,5,67,0,1,100214647
0,Y,B,63,1,329381,83168,31,$20.00 ,$15.00 ,,$25.00 ,1,2,0,0,17,12,5,40,1,0,100795511
0,Z,D,49,1,91520,57629,34,$20.00 ,$20.00 ,$20.00 ,$20.00 ,1,1,1,1,21,10,4,21,0,1,100563765
0,Z,C,28,0,85726,59140,41,$10.00 ,$15.00 ,,$20.00 ,0,1,0,0,18,12,5,19,0,1,100270279
0,Y,E,41,1,42662,45566,23,$14.33 ,$10.91 ,$14.50 ,$14.00 ,2,21,1,9,25,8,3,115,0,1,100652428
0,X,B,74,1,92327,58688,26,$25.00 ,$25.00 ,$25.00 ,$25.00 ,2,3,2,2,18,13,6,30,0,1,100307988
0,X,A,52,1,170094,78869,37,$13.33 ,$8.58 ,$12.00 ,$14.00 ,2,18,0,5,14,6,2,87,1,0,100598922
0,Z,D,33,0,78197,55565,23,$20.00 ,$20.00 ,$20.00 ,$20.00 ,1,1,1,1,17,10,4,17,1,0,100707109
0,X,B,70,1,78709,62310,33,$10.50 ,$10.40 ,$11.00 ,$12.00 ,5,6,3,4,17,14,7,41,1,0,100586008
1,Y,E,NA,0,38118,$0.00 ,20,$100.00 ,$40.67 ,,$100.00 ,1,3,0,0,15,12,3,52,0,1,100654125
0,X,D,NA,0,78997,53172,36,$20.00 ,$14.83 ,,$20.00 ,1,6,0,3,18,13,6,93,1,0,101001007
0,Y,D,67,1,157808,61109,30,$13.00 ,$10.33 ,,$16.00 ,2,3,0,1,15,13,5,33,1,0,100056798
0,Z,E,48,0,$0.00 ,$0.00 ,31,$25.00 ,$25.00 ,$25.00 ,$25.00 ,0,0,0,0,20,10,4,20,0,1,100626980
0,Z,E,NA,0,44398,41693,28,$23.00 ,$23.00 ,$23.00 ,$23.00 ,1,1,1,1,16,12,5,16,1,0,100572987
1,X,E,75,1,51177,36817,42,$5.40 ,$5.07 ,$5.67 ,$7.00 ,5,14,3,11,16,13,5,105,0,1,100374285
0,X,B,48,1,110264,74425,39,$7.13 ,$6.89 ,$6.83 ,$8.00 ,7,8,5,5,18,11,5,38,1,0,100541515
0,Z,B,74,0,118613,42156,57,$20.00 ,$20.00 ,$20.00 ,$20.00 ,1,1,1,1,18,10,4,18,0,1,100147588
0,X,C,NA,0,23984,$0.00 ,21,$3.33 ,$3.80 ,$3.50 ,$3.00 ,6,15,4,10,15,12,5,89,0,1,100762234
0,X,C,77,1,85208,44080,26,$15.00 ,$12.19 ,,$15.00 ,2,17,1,8,27,10,5,120,0,1,100937644
0,X,B,37,1,68438,42404,34,$17.00 ,$14.67 ,$20.00 ,$20.00 ,3,4,2,2,18,14,7,45,1,0,100444805
1,X,D,18,1,381190,92512,26,$7.75 ,$6.07 ,$7.00 ,$10.00 ,5,16,4,11,19,14,7,89,1,0,100326692
0,X,D,86,1,71678,47752,17,$25.00 ,$21.33 ,,$25.00 ,1,9,0,1,6,20,8,93,0,1,100563434
0,X,E,51,1,48197,43608,27,$20.00 ,$14.25 ,,$20.00 ,1,4,0,2,26,9,4,73,1,0,100785180
0,X,D,45,1,70983,41342,33,$35.00 ,$23.50 ,,$35.00 ,0,7,0,5,22,11,5,120,0,1,100126656
0,X,C,55,1,34405,32401,26,$17.00 ,$17.00 ,$20.50 ,$21.00 ,3,3,2,2,22,12,6,32,0,1,100858760
0,X,E,80,1,65620,24757,31,$10.00 ,$6.93 ,$10.25 ,$10.00 ,5,14,4,9,18,15,6,127,0,1,100248176
0,X,B,NA,0,67530,71749,45,$3.75 ,$5.73 ,$5.00 ,$3.00 ,4,11,1,5,16,14,6,118,1,0,100393698
0,X,E,NA,0,46274,$0.00 ,30,$25.00 ,$14.57 ,,$25.00 ,2,8,1,5,19,16,7,126,1,0,100188867
0,X,D,NA,0,43383,34398,24,$22.50 ,$16.67 ,$22.50 ,$25.00 ,2,3,2,2,21,7,4,40,0,1,100761284
1,X,B,35,1,83921,38179,37,$4.40 ,$5.89 ,$4.00 ,$13.00 ,5,9,2,2,4,19,7,29,0,1,100709093
0,X,E,54,1,52371,43139,35,$9.60 ,$8.31 ,$9.60 ,$7.00 ,5,13,5,8,19,13,5,67,0,1,100454507
0,X,C,46,1,76514,45305,49,$22.50 ,$21.67 ,$25.00 ,$25.00 ,3,4,2,2,25,9,5,33,1,0,100569723
1,X,D,58,1,85189,42635,31,$20.00 ,$21.67 ,,$20.00 ,1,3,0,1,26,11,5,45,1,0,100852441
1,Z,A,NA,1,61009,32414,0,$11.25 ,$9.11 ,$8.33 ,$12.00 ,3,13,2,10,14,14,6,125,1,0,100291445
0,Z,E,NA,1,66124,53927,33,$50.00 ,$50.00 ,$50.00 ,$50.00 ,3,3,3,3,23,13,7,23,1,0,100144806
0,X,A,88,0,247123,$0.00 ,1,$18.50 ,$13.36 ,$21.00 ,$15.00 ,5,15,2,5,18,16,7,114,1,0,100965178
1,X,A,37,0,514212,$0.00 ,27,$30.00 ,$19.48 ,$30.00 ,$0.00 ,1,31,1,8,5,34,4,126,0,1,100134465
0,X,A,63,1,115594,106852,24,$13.50 ,$11.25 ,$14.50 ,$12.00 ,4,8,2,2,18,13,6,55,0,1,100601696
0,X,B,79,1,72046,45648,53,$15.00 ,$9.00 ,,$15.00 ,1,3,0,1,26,10,4,86,1,0,100147118
1,X,A,82,0,387084,57998,41,$10.00 ,$10.00 ,$10.00 ,$10.00 ,4,4,4,4,18,14,7,28,0,1,100021422
0,X,A,NA,0,189983,122556,27,$18.33 ,$18.33 ,$15.00 ,$25.00 ,3,3,2,2,16,11,5,29,0,1,100695562
0,Z,A,58,1,55013,34600,35,$20.00 ,$20.00 ,$20.00 ,$20.00 ,1,1,1,1,23,8,3,23,0,1,100392994
0,X,E,69,1,48631,40932,31,$6.77 ,$5.83 ,$10.32 ,$10.32 ,3,4,1,2,16,13,6,41,0,1,100143416
1,X,D,72,1,105398,39757,33,$10.60 ,$10.06 ,$10.67 ,$11.00 ,5,16,3,6,23,19,7,91,0,1,100973906
0,X,D,59,1,96208,72452,32,$7.80 ,$6.56 ,$5.00 ,$5.00 ,5,18,1,7,18,13,6,105,1,0,100755427
0,X,E,85,0,56879,49278,24,$10.00 ,$5.31 ,,$10.00 ,1,16,0,10,18,10,4,121,1,0,100159570
0,Y,C,45,1,136099,73974,26,$20.00 ,$13.60 ,,$20.00 ,1,10,0,5,19,13,6,127,1,0,100155948
0,X,E,62,1,34622,41488,38,$10.00 ,$8.09 ,$10.00 ,$12.00 ,4,12,3,5,19,14,7,99,1,0,100914198
0,Z,E,52,0,50324,44280,36,$20.00 ,$20.00 ,,$20.00 ,1,1,0,0,20,10,4,20,1,0,100758992
0,X,E,45,0,34008,37882,27,$25.50 ,$16.18 ,$25.50 ,$30.00 ,2,11,2,7,17,13,6,93,1,0,100949639
0,Z,E,NA,1,61904,46875,39,$15.00 ,$15.00 ,,$15.00 ,1,1,0,0,16,11,4,16,1,0,100182723
0,Z,B,NA,0,234556,47633,13,$15.00 ,$15.00 ,$15.00 ,$15.00 ,1,1,1,1,15,10,4,15,1,0,100420188
0,X,E,NA,0,40203,42066,24,$7.00 ,$6.83 ,$7.00 ,$10.00 ,4,23,4,20,17,12,5,128,1,0,100367694
0,X,B,NA,0,66118,48879,32,$16.50 ,$14.33 ,$16.50 ,$10.00 ,1,2,1,1,17,11,5,30,1,0,100734826
1,Y,E,36,0,67383,$0.00 ,29,$8.00 ,$8.00 ,$5.00 ,$10.00 ,4,4,2,2,16,13,6,25,1,0,100262261
0,X,E,44,1,68440,23398,18,$15.00 ,$12.33 ,,$16.00 ,2,6,0,2,16,12,5,85,0,1,100743746
0,X,A,NA,0,110483,$0.00 ,29,$18.33 ,$18.33 ,$10.00 ,$25.00 ,2,2,0,0,17,12,5,29,0,1,100497422
0,Z,E,73,1,63710,51972,37,$15.00 ,$15.00 ,$15.00 ,$15.00 ,1,1,1,1,17,10,4,17,1,0,101050067
0,X,E,NA,0,62788,41205,40,$20.00 ,$15.00 ,,$20.00 ,2,3,1,2,27,11,5,42,1,0,100182080
0,X,B,48,1,99804,59014,25,$25.00 ,$20.00 ,,$25.00 ,1,4,0,3,19,13,6,76,1,0,100426234
0,X,E,52,1,74723,39946,39,$11.67 ,$10.00 ,$10.00 ,$15.00 ,2,3,0,1,24,9,4,34,0,1,101026138
0,X,A,57,1,58411,44704,36,$25.00 ,$25.00 ,$25.00 ,$25.00 ,2,4,1,2,19,13,6,39,1,0,100105754
0,Y,E,73,0,28988,$0.00 ,30,$15.00 ,$10.63 ,$15.00 ,$15.00 ,2,19,2,13,22,6,1,98,1,0,100576157
0,X,B,51,1,179305,101097,35,$20.00 ,$16.86 ,$20.00 ,$20.00 ,2,7,1,4,26,10,5,91,0,1,100137311
0,X,E,73,1,47306,$0.00 ,30,$6.00 ,$4.79 ,$6.50 ,$3.00 ,4,24,2,12,15,13,5,92,1,0,100767183
0,X,C,52,1,52107,48727,29,$22.50 ,$22.50 ,$20.00 ,$25.00 ,3,3,2,2,19,14,7,30,1,0,100494120
0,X,B,36,0,140380,85824,30,$15.00 ,$13.33 ,$15.00 ,$10.00 ,1,2,1,1,17,12,5,28,1,0,100410749
0,X,B,83,1,182189,53174,48,$18.40 ,$13.20 ,$15.00 ,$25.00 ,5,10,2,5,15,14,6,63,0,1,100619386
0,X,E,83,0,44690,37903,31,$11.50 ,$5.60 ,$12.00 ,$11.00 ,2,15,1,8,26,9,4,128,1,0,100758408
0,X,A,55,1,145224,41061,51,$22.50 ,$30.00 ,$25.00 ,$25.00 ,0,3,0,0,17,12,4,76,1,0,100713639
0,Z,B,60,1,138187,36240,70,$23.00 ,$23.00 ,$23.00 ,$23.00 ,1,1,1,1,16,12,5,16,1,0,100736173
1,X,D,NA,0,183916,$0.00 ,47,$12.40 ,$12.40 ,$13.00 ,$14.00 ,5,5,1,1,18,14,6,31,1,0,100237765
0,X,E,NA,0,63530,$0.00 ,28,$4.72 ,$3.97 ,$4.92 ,$6.00 ,9,19,6,10,15,14,6,76,1,0,100572464
0,X,E,NA,0,19128,$0.00 ,10,$23.00 ,$23.00 ,$23.50 ,$27.00 ,3,3,2,2,16,14,6,35,1,0,100653759
0,Y,E,NA,0,40896,$0.00 ,32,$15.00 ,$9.00 ,,$15.00 ,1,3,0,1,26,9,4,81,0,1,100475569
0,X,E,74,1,28185,35834,46,$9.50 ,$6.45 ,$9.33 ,$10.00 ,4,11,3,7,16,14,6,77,1,0,100770149
0,X,B,80,0,83993,48749,41,$11.00 ,$6.79 ,$11.00 ,$11.00 ,3,19,2,11,26,10,4,125,0,1,100210753
1,X,A,27,1,270606,78892,40,$13.00 ,$9.40 ,$15.00 ,$13.00 ,3,10,1,3,20,11,5,73,1,0,100690903
1,X,B,75,0,119591,67649,37,$5.50 ,$5.13 ,$5.00 ,$5.00 ,10,23,5,10,19,13,6,80,0,1,100516288
1,Z,E,NA,0,55675,$0.00 ,0,$7.25 ,$7.20 ,$8.50 ,$7.00 ,4,5,2,2,18,12,6,26,1,0,100151583
0,Z,D,46,1,$0.00 ,$0.00 ,30,$50.00 ,$50.00 ,$50.00 ,$50.00 ,0,0,0,0,20,10,4,20,1,0,100803353
0,Z,D,50,1,55507,52175,22,$14.00 ,$13.00 ,$14.00 ,$17.00 ,2,2,2,2,24,10,5,27,1,0,100430735
0,X,E,71,1,37185,36246,28,$32.50 ,$21.82 ,$25.00 ,$25.00 ,2,11,1,8,22,13,6,105,1,0,101056600
0,X,A,NA,0,352787,$0.00 ,30,$51.50 ,$51.50 ,$50.00 ,$50.00 ,1,1,0,0,20,14,5,31,0,1,100985726
1,X,E,79,0,591801,131159,20,$12.25 ,$6.78 ,$10.00 ,$14.00 ,4,23,1,16,17,14,6,130,1,0,100381102
0,X,E,82,1,39534,36673,22,$15.00 ,$9.88 ,$15.00 ,$15.00 ,1,26,1,14,19,13,6,127,0,1,100149128
1,X,E,NA,0,59192,$0.00 ,32,$5.00 ,$5.20 ,$5.00 ,$10.00 ,7,35,4,14,18,8,4,87,0,1,100085026
0,X,B,79,1,85019,50756,67,$25.00 ,$22.00 ,$25.00 ,$25.00 ,2,6,1,2,6,27,10,54,0,1,100532280
0,X,E,NA,1,54410,31139,23,$7.00 ,$6.13 ,$6.00 ,$10.00 ,3,16,1,8,18,13,6,123,1,0,100633517
0,X,D,49,1,37226,36658,27,$9.38 ,$6.88 ,$7.50 ,$10.00 ,8,25,4,12,15,13,6,80,1,0,100850187
0,Y,E,NA,0,54586,$0.00 ,28,$15.25 ,$10.42 ,,$15.00 ,4,24,0,9,19,13,6,130,1,0,100816656
0,X,B,NA,1,40392,42861,31,$15.50 ,$11.73 ,$12.33 ,$17.00 ,4,11,3,9,22,20,8,98,1,0,100065665
0,X,D,35,1,83556,69221,28,$9.67 ,$7.40 ,$9.50 ,$10.00 ,3,15,2,8,16,15,6,100,1,0,100899196
0,X,B,59,0,169012,$0.00 ,45,$17.50 ,$12.50 ,$20.00 ,$25.00 ,4,10,3,5,18,15,6,67,1,0,100521818
0,Z,C,32,1,86916,60720,40,$15.00 ,$15.00 ,$15.00 ,$15.00 ,1,1,1,1,21,8,3,21,1,0,100606410
1,X,A,37,1,150343,61534,31,$19.00 ,$10.21 ,$19.00 ,$19.00 ,2,24,2,14,24,11,6,126,1,0,100969380
0,X,C,NA,0,70224,$0.00 ,36,$13.00 ,$13.00 ,$13.00 ,$16.00 ,2,2,2,2,22,10,4,29,1,0,100122983
0,X,D,62,0,87488,63341,53,$30.00 ,$19.73 ,$30.00 ,$25.00 ,2,14,0,6,17,12,5,110,0,1,100719753
0,X,C,NA,0,90797,$0.00 ,42,$18.00 ,$14.00 ,,$20.00 ,2,4,0,1,25,6,4,75,1,0,100458125
1,X,C,NA,0,40115,35506,41,$6.00 ,$5.47 ,$6.50 ,$8.00 ,3,15,2,11,17,11,4,124,1,0,100741402
0,X,E,58,1,53448,26917,43,$40.67 ,$22.78 ,$50.00 ,$50.00 ,4,10,2,6,22,14,7,53,1,0,100085934
0,Z,E,51,1,49511,48667,31,$12.50 ,$12.50 ,$15.00 ,$10.00 ,2,2,1,1,18,14,6,21,0,1,100091371
0,Y,E,84,1,50197,42220,36,$10.00 ,$9.74 ,,$10.00 ,1,23,0,13,15,9,3,124,1,0,100530161
0,Z,C,55,1,68417,47108,23,$15.00 ,$15.00 ,$15.00 ,$15.00 ,1,1,1,1,17,10,4,17,1,0,100511759
1,Z,A,NA,0,287492,$0.00 ,28,$7.67 ,$7.67 ,$9.00 ,$5.00 ,3,3,2,2,18,12,5,24,1,0,100388942
1,X,C,63,1,66899,44521,26,$5.25 ,$5.00 ,$6.00 ,$6.00 ,4,6,1,1,18,12,6,28,1,0,100456873
0,X,E,86,0,38476,44732,32,$13.00 ,$8.71 ,,$15.00 ,3,20,0,5,17,13,5,107,1,0,100866483
0,X,B,86,0,54969,62444,32,$100.00 ,$47.50 ,$100.00 ,$100.00 ,1,7,0,4,23,21,3,80,0,1,100532338
1,X,E,NA,0,31614,41634,30,$3.38 ,$3.19 ,$3.60 ,$2.00 ,8,31,5,14,18,11,4,104,1,0,100179814
0,X,B,72,1,103706,87796,41,$15.00 ,$7.95 ,$15.00 ,$15.00 ,0,20,0,9,20,14,4,125,1,0,100209925
0,X,A,NA,0,153090,$0.00 ,14,$24.00 ,$17.20 ,$24.00 ,$24.00 ,2,10,2,5,23,13,6,68,1,0,100112186
0,Z,A,83,0,349994,71960,32,$10.00 ,$17.50 ,,$10.00 ,0,1,0,0,14,10,4,21,1,0,100196251
0,X,E,50,1,67487,24167,11,$32.50 ,$29.00 ,,$35.00 ,1,4,0,2,17,12,5,79,0,1,100343173
0,X,B,34,0,68115,51053,33,$15.00 ,$11.50 ,,$15.00 ,0,7,0,3,26,8,3,87,0,1,100842000
0,Z,D,85,0,37610,41175,26,$20.00 ,$20.00 ,,$20.00 ,1,1,0,0,15,10,5,15,1,0,100132890
0,X,D,58,1,68579,61365,11,$13.20 ,$11.57 ,$12.00 ,$15.00 ,5,7,1,2,18,14,6,53,0,1,100658472
0,X,B,67,1,88371,84607,32,$11.33 ,$10.63 ,$10.00 ,$12.00 ,3,8,1,4,15,12,5,65,0,1,100619565
1,X,D,62,0,191819,$0.00 ,16,$5.00 ,$4.13 ,$5.00 ,$6.00 ,3,8,2,4,18,12,6,57,1,0,100107780
0,X,B,71,0,80494,53919,58,$15.00 ,$16.67 ,$15.00 ,$20.00 ,3,4,3,3,5,11,5,30,0,1,100716986
0,X,D,NA,0,191987,$0.00 ,26,$11.00 ,$4.52 ,,$15.00 ,3,22,1,11,22,14,7,130,0,1,100802818
0,X,E,72,0,54888,$0.00 ,20,$16.00 ,$12.57 ,,$20.00 ,2,7,0,3,24,12,6,89,1,0,100742876
0,X,A,82,0,457190,63661,1,$25.00 ,$25.00 ,,$25.00 ,2,4,1,1,26,13,7,50,1,0,100771006
0,X,E,NA,0,15484,33906,28,$10.00 ,$8.23 ,$10.00 ,$10.00 ,3,13,1,9,18,8,4,124,1,0,100577314
0,X,D,48,1,115829,55056,34,$20.00 ,$16.00 ,$20.00 ,$20.00 ,5,21,3,9,18,13,6,68,0,1,100370382
0,X,E,41,0,62523,39763,25,$4.00 ,$3.38 ,$4.33 ,$5.00 ,6,8,3,5,18,12,6,40,1,0,100935174
0,X,A,NA,0,69306,$0.00 ,0,$17.00 ,$15.00 ,$18.00 ,$20.00 ,4,6,3,4,15,13,6,42,0,1,100771829
0,Z,E,NA,1,70678,62189,43,$15.00 ,$15.00 ,$20.00 ,$20.00 ,3,3,2,2,25,12,6,28,1,0,101028788
1,Z,A,78,0,121693,81670,38,$7.33 ,$7.00 ,$6.00 ,$10.00 ,4,5,3,3,16,14,6,25,1,0,100869707
1,X,B,71,0,120609,61422,50,$17.50 ,$9.50 ,$17.67 ,$20.00 ,4,22,3,11,17,7,4,130,1,0,100446318
0,X,E,NA,0,42609,41095,35,$9.25 ,$7.88 ,$9.67 ,$8.00 ,5,9,4,6,16,13,7,77,1,0,100661051
0,Z,B,31,1,102414,50984,37,$12.50 ,$12.50 ,$20.00 ,$20.00 ,2,2,1,1,16,14,6,20,1,0,100131073
0,X,B,NA,0,67679,$0.00 ,28,$12.50 ,$12.50 ,$12.50 ,$20.00 ,2,2,2,2,25,9,4,33,1,0,100789353
1,X,A,NA,1,566699,52281,28,$15.00 ,$10.40 ,$15.00 ,$15.00 ,2,10,1,4,24,12,6,130,1,0,100388557
0,X,B,NA,0,133800,$0.00 ,29,$15.00 ,$10.00 ,,$15.00 ,2,5,1,1,25,8,5,50,1,0,100233199
0,X,D,44,0,59441,39031,27,$15.00 ,$13.33 ,$15.00 ,$10.00 ,2,3,2,2,18,13,6,31,0,1,100236267
0,X,E,65,0,25217,45614,30,$10.11 ,$8.55 ,$10.13 ,$10.00 ,9,31,8,13,16,30,6,56,0,1,100805840
1,X,B,67,1,344199,79481,22,$8.00 ,$7.60 ,$7.67 ,$8.00 ,5,15,3,6,19,7,4,69,0,1,100234570
1,X,A,NA,1,150776,70226,37,$20.00 ,$18.33 ,$20.00 ,$20.00 ,3,6,1,3,18,27,6,65,0,1,100519960
0,X,A,62,1,142192,56062,33,$15.00 ,$13.75 ,$15.00 ,$15.00 ,1,4,1,2,21,10,4,73,1,0,100196811
0,X,C,36,1,60089,41953,42,$10.00 ,$8.94 ,$9.50 ,$11.00 ,3,16,2,9,18,12,5,127,1,0,100937694
1,X,B,81,1,227207,53518,41,$16.25 ,$10.91 ,$15.00 ,$20.00 ,4,11,2,6,18,16,6,88,0,1,100347335
0,X,E,55,1,34205,34501,28,$10.00 ,$10.00 ,,$15.00 ,3,3,1,1,19,10,5,30,0,1,100248388
1,X,A,65,0,506500,$0.00 ,22,$10.17 ,$9.40 ,$10.50 ,$11.00 ,6,10,2,2,17,13,6,46,0,1,100102403
0,X,E,78,1,50401,41827,34,$11.25 ,$10.00 ,$12.50 ,$5.00 ,3,7,1,2,16,12,5,40,0,1,100806584
0,X,E,74,1,61230,56099,26,$11.00 ,$9.67 ,$11.00 ,$11.00 ,4,9,3,5,15,12,6,57,1,0,100742815
0,X,E,45,0,87167,45677,24,$10.00 ,$10.00 ,,$15.00 ,2,2,0,0,18,10,4,31,1,0,100722259
0,Z,E,NA,0,44011,36876,31,$21.00 ,$20.00 ,$21.00 ,$21.00 ,1,1,1,1,22,8,3,22,1,0,100180816
0,X,B,55,1,197677,58015,56,$20.00 ,$15.33 ,,$20.00 ,1,6,0,4,26,6,2,125,1,0,100425628
0,X,C,81,1,196608,47076,22,$11.00 ,$10.00 ,$12.00 ,$10.00 ,1,14,0,6,17,12,5,109,0,1,100397976
0,X,E,54,0,67111,34032,20,$15.00 ,$9.40 ,$15.00 ,$15.00 ,2,15,1,8,23,12,6,103,1,0,101018231
0,X,A,47,1,131485,67073,28,$10.00 ,$9.14 ,,$15.00 ,2,7,0,1,25,12,6,63,1,0,100496724
0,X,C,57,0,64868,$0.00 ,32,$0.00 ,$11.10 ,,$18.00 ,0,10,0,6,26,12,5,75,1,0,100455474
0,Z,E,41,1,32578,27499,30,$25.00 ,$25.00 ,$25.00 ,$25.00 ,1,1,1,1,21,11,5,21,0,1,100578101
0,Y,C,73,0,33804,33261,27,$15.00 ,$12.56 ,$15.00 ,$20.00 ,0,8,0,3,14,11,4,79,1,0,100184404
0,X,B,50,0,119584,67649,38,$20.00 ,$13.00 ,$20.00 ,$15.00 ,3,20,2,11,19,15,7,129,0,1,100115944
1,X,E,37,1,42981,46576,14,$9.20 ,$8.13 ,$8.67 ,$11.00 ,4,7,2,4,17,11,5,53,0,1,100436980
1,X,E,79,1,16899,39017,24,$6.50 ,$5.46 ,$6.33 ,$7.00 ,4,13,3,5,15,11,5,88,1,0,100749619
